,id,author,summary_id,accuracy,relevance,creativity,specificity,feasibility,red_flags,id_summary,model,task_index,accuracy_summary,relevance_summary,novelty,specificity_summary,feasibility_summary,accuracy_adjusted,relevance_adjusted,creativity_adjusted,specificity_adjusted,feasibility_adjusted,red_flags_adjusted
444,574,Kather,11,7,6,6,4,4,0,11,gpt-4,7,9,10,8,10,8,-0.2999999999999998,-0.09999999999999964,1.0,-0.2999999999999998,-0.5999999999999996,0.0
445,75,Dyke,35,9,8,7,8,7,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.5,-0.09999999999999964,0.09999999999999964,0.7000000000000002,-1.1999999999999993,-0.1
446,174,Clusmann,35,8,9,8,8,4,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.40000000000000036,1.4000000000000004,1.2999999999999998,1.9000000000000004,-2.4000000000000004,0.0
447,278,Truhn,35,8,7,5,5,7,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.0,0.20000000000000018,-0.5,-0.9000000000000004,-0.20000000000000018,0.0
448,384,Isabella,35,10,9,4,5,6,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.09999999999999964,0.0,0.2999999999999998,-2.3,-0.40000000000000036,0.0
449,464,Schneider,35,9,9,9,9,8,0,35,gpt-3.5-turbo,7,10,9,9,10,8,-0.09999999999999964,0.5999999999999996,1.7999999999999998,1.7000000000000002,0.09999999999999964,0.0
450,582,Kather,35,6,4,3,4,3,0,35,gpt-3.5-turbo,7,10,9,9,10,8,-0.2999999999999998,-1.0999999999999996,-1.0999999999999996,0.20000000000000018,-2.0999999999999996,0.0
451,76,Dyke,1,9,8,8,7,7,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.5999999999999996,-0.5999999999999996,0.5999999999999996,-0.7000000000000002,-1.3000000000000007,0.0
452,175,Clusmann,1,8,8,6,7,5,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.5999999999999996,0.20000000000000018,-0.2999999999999998,0.9000000000000004,-1.5,0.0
453,274,Truhn,1,8,7,6,7,8,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.0,0.40000000000000036,1.2000000000000002,1.7999999999999998,0.7999999999999998,0.0
454,377,Isabella,1,10,9,5,7,7,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.5,0.6999999999999993,0.09999999999999964,-0.2999999999999998,0.40000000000000036,0.0
455,473,Schneider,1,9,7,5,6,7,0,1,llama-2-7b-chat,7,9,9,8,8,7,-0.1999999999999993,-0.5,-1.4000000000000004,-0.7000000000000002,-0.5999999999999996,0.0
456,573,Kather,1,6,5,4,3,3,0,1,llama-2-7b-chat,7,9,9,8,8,7,-0.5999999999999996,-0.5999999999999996,-0.5999999999999996,-1.5999999999999996,-1.5999999999999996,0.0
457,77,Dyke,82,9,8,7,6,7,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.8333333333333339,0.4666666666666668,0.09999999999999964,-1.0999999999999996,-1.0333333333333332,0.0
458,181,Clusmann,82,6,3,4,4,5,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.0,-1.2999999999999998,0.2333333333333334,0.6000000000000001,-0.5333333333333332,-0.06666666666666667
459,279,Truhn,82,8,7,7,7,8,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.13333333333333375,0.5666666666666664,2.7666666666666666,2.4333333333333336,0.6333333333333337,0.0
460,382,Isabella,82,10,9,3,5,6,0,82,babyagi-gpt-4,7,10,10,8,10,9,1.2333333333333325,2.666666666666667,-0.06666666666666687,0.4666666666666668,-0.09999999999999964,0.0
461,440,Schneider,82,8,5,5,5,9,0,82,babyagi-gpt-4,7,10,10,8,10,9,-0.5666666666666664,-2.033333333333333,-1.0666666666666664,-1.2666666666666666,1.3666666666666663,-0.06666666666666667
462,576,Kather,82,7,4,3,2,4,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.4666666666666668,-0.2333333333333334,-0.3999999999999999,-1.2333333333333334,-0.40000000000000036,0.0
463,78,Dyke,70,8,7,8,7,8,0,70,babyagi-gpt-4,7,9,10,8,10,8,-0.16666666666666607,-0.5333333333333332,1.0999999999999996,-0.09999999999999964,-0.033333333333333215,0.0
464,172,Clusmann,70,8,7,3,3,5,0,70,babyagi-gpt-4,7,9,10,8,10,8,2.0,2.7,-0.7666666666666666,-0.3999999999999999,-0.5333333333333332,-0.06666666666666667
465,273,Truhn,70,8,8,5,6,8,0,70,babyagi-gpt-4,7,9,10,8,10,8,0.13333333333333375,1.5666666666666664,0.7666666666666666,1.4333333333333336,0.6333333333333337,0.0
466,378,Isabella,70,10,6,2,3,3,0,70,babyagi-gpt-4,7,9,10,8,10,8,1.2333333333333325,-0.33333333333333304,-1.0666666666666669,-1.5333333333333332,-3.0999999999999996,0.0
467,474,Schneider,70,9,6,5,5,7,0,70,babyagi-gpt-4,7,9,10,8,10,8,0.43333333333333357,-1.0333333333333332,-1.0666666666666664,-1.2666666666666666,-0.6333333333333337,-0.06666666666666667
468,581,Kather,70,6,5,4,4,3,0,70,babyagi-gpt-4,7,9,10,8,10,8,-0.5333333333333332,0.7666666666666666,0.6000000000000001,0.7666666666666666,-1.4000000000000004,0.0
469,79,Dyke,74,8,7,5,6,7,0,74,babyagi-gpt-4,7,9,9,8,10,9,-0.16666666666666607,-0.5333333333333332,-1.9000000000000004,-1.0999999999999996,-1.0333333333333332,0.0
470,177,Clusmann,74,6,3,3,3,5,0,74,babyagi-gpt-4,7,9,9,8,10,9,0.0,-1.2999999999999998,-0.7666666666666666,-0.3999999999999999,-0.5333333333333332,-0.06666666666666667
471,281,Truhn,74,8,7,5,4,7,0,74,babyagi-gpt-4,7,9,9,8,10,9,0.13333333333333375,0.5666666666666664,0.7666666666666666,-0.5666666666666664,-0.36666666666666625,0.0
472,376,Isabella,74,10,7,2,3,3,0,74,babyagi-gpt-4,7,9,9,8,10,9,1.2333333333333325,0.666666666666667,-1.0666666666666669,-1.5333333333333332,-3.0999999999999996,0.0
473,495,Schneider,74,9,5,5,4,8,0,74,babyagi-gpt-4,7,9,9,8,10,9,0.43333333333333357,-2.033333333333333,-1.0666666666666664,-2.2666666666666666,0.36666666666666625,-0.06666666666666667
474,578,Kather,74,6,6,3,3,3,0,74,babyagi-gpt-4,7,9,9,8,10,9,-0.5333333333333332,1.7666666666666666,-0.3999999999999999,-0.2333333333333334,-1.4000000000000004,0.0
475,80,Dyke,43,8,6,6,6,7,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-0.1999999999999993,-1.5999999999999996,-1.4000000000000004,-1.5999999999999996,-1.0,-0.1
476,180,Clusmann,43,8,8,6,6,6,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,0.7999999999999998,0.7999999999999998,-0.09999999999999964,-0.20000000000000018,-0.5999999999999996,0.0
477,280,Truhn,43,8,6,5,5,7,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-0.1999999999999993,-0.9000000000000004,0.09999999999999964,-0.5999999999999996,-0.40000000000000036,0.0
478,383,Isabella,43,10,9,4,6,6,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,0.3000000000000007,0.09999999999999964,-0.20000000000000018,-1.2000000000000002,-0.20000000000000018,0.0
479,494,Schneider,43,9,5,5,6,8,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-0.3636363636363633,-2.8181818181818183,-1.9090909090909092,-1.6363636363636367,-0.18181818181818166,0.0
480,577,Kather,43,5,4,2,2,2,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-2.2,-1.2000000000000002,-2.5,-2.0,-2.4000000000000004,0.0
481,81,Dyke,98,9,9,8,8,9,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.5,1.0,0.2999999999999998,0.0,0.6999999999999993,-0.2
482,173,Clusmann,98,8,9,9,6,7,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.9000000000000004,2.0999999999999996,2.7,0.09999999999999964,0.2999999999999998,0.0
483,272,Truhn,98,8,8,5,7,8,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.20000000000000018,0.7999999999999998,0.0,1.4000000000000004,0.5,0.0
484,375,Isabella,98,10,10,5,8,3,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.3000000000000007,1.0,0.40000000000000036,0.20000000000000018,-2.8,0.0
485,471,Schneider,98,9,6,7,7,7,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,-0.1999999999999993,-1.9000000000000004,0.0,-0.20000000000000018,-0.7000000000000002,0.0
486,579,Kather,98,7,1,2,2,2,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,-0.2999999999999998,-5.1,-2.5999999999999996,-3.5,-3.8,0.0
