,id,author,summary_id,accuracy,relevance,creativity,specificity,feasibility,red_flags,id_summary,model,task_index,accuracy_summary,relevance_summary,novelty,specificity_summary,feasibility_summary,accuracy_adjusted,relevance_adjusted,creativity_adjusted,specificity_adjusted,feasibility_adjusted,red_flags_adjusted
85,15,Dyke,36,8,5,6,7,8,1,36,gpt-3.5-turbo,10,9,9,7,8,9,-0.5,-3.0999999999999996,-0.9000000000000004,-0.2999999999999998,-0.1999999999999993,0.9
86,113,Clusmann,36,9,8,7,7,8,0,36,gpt-3.5-turbo,10,9,9,7,8,9,1.4000000000000004,0.40000000000000036,0.2999999999999998,0.9000000000000004,1.5999999999999996,0.0
87,216,Truhn,36,8,4,4,2,7,0,36,gpt-3.5-turbo,10,9,9,7,8,9,0.0,-2.8,-1.5,-3.9000000000000004,-0.20000000000000018,0.0
88,323,Isabella,36,10,8,4,8,6,0,36,gpt-3.5-turbo,10,9,9,7,8,9,0.09999999999999964,-1.0,0.2999999999999998,0.7000000000000002,-0.40000000000000036,0.0
89,412,Schneider,36,9,9,6,7,9,0,36,gpt-3.5-turbo,10,9,9,7,8,9,-0.09999999999999964,0.5999999999999996,-1.2000000000000002,-0.2999999999999998,1.0999999999999996,0.0
90,518,Kather,36,8,6,5,3,5,0,36,gpt-3.5-turbo,10,9,9,7,8,9,1.7000000000000002,0.9000000000000004,0.9000000000000004,-0.7999999999999998,-0.09999999999999964,0.0
91,16,Dyke,95,8,7,10,8,7,1,95,cot-gpt-4-zero-shot-cot,10,9,8,7,8,9,-0.5,-1.0,2.3,0.0,-1.3000000000000007,0.8
92,112,Clusmann,95,6,6,3,5,5,0,95,cot-gpt-4-zero-shot-cot,10,9,8,7,8,9,-1.0999999999999996,-0.9000000000000004,-3.3,-0.9000000000000004,-1.7000000000000002,0.0
93,202,Truhn,95,8,7,3,6,7,0,95,cot-gpt-4-zero-shot-cot,10,9,8,7,8,9,0.20000000000000018,-0.20000000000000018,-2.0,0.40000000000000036,-0.5,0.0
94,317,Isabella,95,10,9,3,10,6,0,95,cot-gpt-4-zero-shot-cot,10,9,8,7,8,9,0.3000000000000007,0.0,-1.5999999999999996,2.2,0.20000000000000018,0.0
95,447,Schneider,95,8,7,6,6,7,0,95,cot-gpt-4-zero-shot-cot,10,9,8,7,8,9,-1.1999999999999993,-0.9000000000000004,-1.0,-1.2000000000000002,-0.7000000000000002,0.0
96,516,Kather,95,7,5,4,4,6,0,95,cot-gpt-4-zero-shot-cot,10,9,8,7,8,9,-0.2999999999999998,-1.0999999999999996,-0.5999999999999996,-1.5,0.20000000000000018,0.0
97,17,Dyke,19,7,8,7,8,7,0,19,gpt-4,10,9,9,7,9,8,-0.7000000000000002,-0.1999999999999993,-0.5999999999999996,-0.1999999999999993,-1.4000000000000004,-0.2
98,116,Clusmann,19,4,6,5,7,7,1,19,gpt-4,10,9,9,7,9,8,-3.0,-1.9000000000000004,-1.7000000000000002,0.2999999999999998,0.5,0.9
99,215,Truhn,19,8,7,5,5,7,0,19,gpt-4,10,9,9,7,9,8,0.0,-0.20000000000000018,-0.2999999999999998,-1.2000000000000002,-0.2999999999999998,0.0
100,319,Isabella,19,10,8,4,6,6,0,19,gpt-4,10,9,9,7,9,8,0.3000000000000007,-0.40000000000000036,-0.2999999999999998,-1.7999999999999998,0.2999999999999998,0.0
101,468,Schneider,19,8,8,5,6,8,0,19,gpt-4,10,9,9,7,9,8,-1.0,-0.2727272727272734,-2.2727272727272725,-1.8181818181818183,-0.3636363636363633,-0.09090909090909091
102,520,Kather,19,6,6,4,3,4,0,19,gpt-4,10,9,9,7,9,8,-1.2999999999999998,-0.09999999999999964,-1.0,-1.2999999999999998,-0.5999999999999996,0.0
103,18,Dyke,8,8,10,8,6,7,0,8,llama-2-7b-chat,10,9,10,8,9,7,-0.40000000000000036,1.4000000000000004,0.5999999999999996,-1.7000000000000002,-1.3000000000000007,0.0
104,115,Clusmann,8,7,9,8,6,7,0,8,llama-2-7b-chat,10,9,10,8,9,7,-0.40000000000000036,1.2000000000000002,1.7000000000000002,-0.09999999999999964,0.5,0.0
105,220,Truhn,8,8,6,4,5,7,0,8,llama-2-7b-chat,10,9,10,8,9,7,0.0,-0.5999999999999996,-0.7999999999999998,-0.20000000000000018,-0.20000000000000018,0.0
106,316,Isabella,8,10,9,3,10,6,0,8,llama-2-7b-chat,10,9,10,8,9,7,0.5,0.6999999999999993,-1.9000000000000004,2.7,-0.5999999999999996,0.0
107,492,Schneider,8,9,8,6,7,7,0,8,llama-2-7b-chat,10,9,10,8,9,7,-0.1999999999999993,0.5,-0.40000000000000036,0.2999999999999998,-0.5999999999999996,0.0
108,515,Kather,8,8,7,7,7,6,0,8,llama-2-7b-chat,10,9,10,8,9,7,1.4000000000000004,1.4000000000000004,2.4000000000000004,2.4000000000000004,1.4000000000000004,0.0
109,19,Dyke,46,7,8,7,7,8,0,46,cot-gpt-4-manual-cot,10,9,9,7,8,8,-1.1999999999999993,0.40000000000000036,-0.40000000000000036,-0.5999999999999996,0.0,-0.1
110,117,Clusmann,46,7,8,5,6,7,0,46,cot-gpt-4-manual-cot,10,9,9,7,8,8,-0.20000000000000018,0.7999999999999998,-1.0999999999999996,-0.20000000000000018,0.40000000000000036,0.0
111,221,Truhn,46,8,6,2,4,7,0,46,cot-gpt-4-manual-cot,10,9,9,7,8,8,-0.1999999999999993,-0.9000000000000004,-2.9000000000000004,-1.5999999999999996,-0.40000000000000036,0.0
112,324,Isabella,46,10,10,5,6,6,0,46,cot-gpt-4-manual-cot,10,9,9,7,8,8,0.3000000000000007,1.0999999999999996,0.7999999999999998,-1.2000000000000002,-0.20000000000000018,0.0
113,408,Schneider,46,9,9,7,9,9,0,46,cot-gpt-4-manual-cot,10,9,9,7,8,8,-0.3636363636363633,1.1818181818181817,0.09090909090909083,1.3636363636363633,0.8181818181818183,0.0
114,521,Kather,46,8,6,6,5,6,0,46,cot-gpt-4-manual-cot,10,9,9,7,8,8,0.7999999999999998,0.7999999999999998,1.5,1.0,1.5999999999999996,0.0
115,20,Dyke,79,8,7,8,9,9,0,79,babyagi-gpt-4,10,8,8,7,8,7,-0.16666666666666607,-0.5333333333333332,1.0999999999999996,1.9000000000000004,0.9666666666666668,0.0
116,114,Clusmann,79,4,2,4,4,8,0,79,babyagi-gpt-4,10,8,8,7,8,7,-2.0,-2.3,0.2333333333333334,0.6000000000000001,2.466666666666667,-0.06666666666666667
117,219,Truhn,79,9,5,2,2,7,0,79,babyagi-gpt-4,10,8,8,7,8,7,1.1333333333333337,-1.4333333333333336,-2.2333333333333334,-2.5666666666666664,-0.36666666666666625,0.0
118,322,Isabella,79,6,3,2,2,3,0,79,babyagi-gpt-4,10,8,8,7,8,7,-2.7666666666666675,-3.333333333333333,-1.0666666666666669,-2.533333333333333,-3.0999999999999996,0.0
119,427,Schneider,79,9,7,7,7,8,0,79,babyagi-gpt-4,10,8,8,7,8,7,0.43333333333333357,-0.033333333333333215,0.9333333333333336,0.7333333333333334,0.36666666666666625,-0.06666666666666667
120,513,Kather,79,7,4,3,3,7,0,79,babyagi-gpt-4,10,8,8,7,8,7,0.4666666666666668,-0.2333333333333334,-0.3999999999999999,-0.2333333333333334,2.5999999999999996,0.0
121,21,Dyke,86,8,6,7,5,7,0,86,babyagi-gpt-4,10,8,9,7,9,7,-0.16666666666666607,-1.5333333333333332,0.09999999999999964,-2.0999999999999996,-1.0333333333333332,0.0
122,120,Clusmann,86,7,6,5,4,8,0,86,babyagi-gpt-4,10,8,9,7,9,7,1.0,1.7000000000000002,1.2333333333333334,0.6000000000000001,2.466666666666667,-0.06666666666666667
123,213,Truhn,86,7,6,3,3,7,0,86,babyagi-gpt-4,10,8,9,7,9,7,-0.8666666666666663,-0.43333333333333357,-1.2333333333333334,-1.5666666666666664,-0.36666666666666625,0.0
124,315,Isabella,86,5,3,1,1,3,0,86,babyagi-gpt-4,10,8,9,7,9,7,-3.7666666666666675,-3.333333333333333,-2.066666666666667,-3.533333333333333,-3.0999999999999996,0.0
125,501,Schneider,86,9,7,6,7,7,0,86,babyagi-gpt-4,10,8,9,7,9,7,0.43333333333333357,-0.033333333333333215,-0.06666666666666643,0.7333333333333334,-0.6333333333333337,-0.06666666666666667
126,502,Kather,86,10,2,2,3,7,0,86,babyagi-gpt-4,10,8,9,7,9,7,3.466666666666667,-2.2333333333333334,-1.4,-0.2333333333333334,2.5999999999999996,0.0
127,22,Dyke,22,6,7,6,7,7,1,22,camel-gpt4,10,9,9,7,10,8,-1.9000000000000004,-0.2999999999999998,-1.0999999999999996,-0.40000000000000036,-1.3000000000000007,0.9
128,111,Clusmann,22,9,9,9,9,7,0,22,camel-gpt4,10,9,9,7,10,8,1.7999999999999998,2.0999999999999996,2.0999999999999996,2.9000000000000004,0.7999999999999998,0.0
129,217,Truhn,22,8,6,3,3,6,0,22,camel-gpt4,10,9,9,7,10,8,0.0,-0.9000000000000004,-2.8,-2.9000000000000004,-0.7000000000000002,0.0
130,320,Isabella,22,10,8,4,6,6,0,22,camel-gpt4,10,9,9,7,10,8,0.0,-1.4000000000000004,-0.7999999999999998,-2.0,-0.2999999999999998,0.0
131,485,Schneider,22,9,7,7,7,8,0,22,camel-gpt4,10,9,9,7,10,8,-0.3000000000000007,-0.5999999999999996,-0.2999999999999998,-0.5,0.09999999999999964,0.0
132,519,Kather,22,8,8,8,8,8,0,22,camel-gpt4,10,9,9,7,10,8,0.7999999999999998,2.0999999999999996,2.8,2.5999999999999996,2.7,0.0
